STATION,LATITUDE,LONGITUDE,ALTIUDE,NAME
45001,22.20 ,114.02 ,79.0 ,香港
45004,22.32 ,114.17 ,66.0 ,香港
45005,22.30 ,114.17 ,33.0 ,香港
45007,22.32 ,114.20 ,24.0 ,香港
45009,22.18 ,114.30 ,56.0 ,香港
45011,22.20 ,113.53 ,59.0 ,澳门
50136,53.47 ,122.37 ,297.3 ,漠河
50204,52.83 ,123.18 ,551.0 ,阿木尔
50246,52.32 ,124.72 ,358.9 ,塔河
50247,52.05 ,123.67 ,521.6 ,呼中
50349,51.70 ,124.33 ,496.1 ,新林
50353,51.72 ,126.65 ,178.2 ,呼玛
50425,50.25 ,120.18 ,582.3 ,额尔古纳右旗
50431,50.78 ,121.52 ,981.3 ,额尔古纳左旗
50434,50.48 ,121.68 ,733.4 ,图里河
50442,50.40 ,124.12 ,372.1 ,大兴安岭
50445,50.58 ,123.73 ,424.7 ,鄂伦春旗
50468,50.25 ,127.45 ,166.9 ,黑河
50514,49.57 ,117.43 ,662.0 ,满州里
50524,49.32 ,119.43 ,577.6 ,陈巴尔虎旗
50525,49.15 ,119.75 ,621.4 ,鄂温克旗
50526,49.28 ,120.70 ,670.0 ,牙克石
50527,49.22 ,119.75 ,612.5 ,海拉尔
50548,49.20 ,123.72 ,287.2 ,小二沟
50557,49.17 ,125.23 ,243.0 ,嫩江
50564,49.43 ,127.35 ,235.1 ,孙吴
50566,49.58 ,128.47 ,113.0 ,逊克
50603,48.67 ,116.82 ,555.6 ,新巴尔虎右旗
50618,48.22 ,118.27 ,644.4 ,新巴尔虎左旗
50632,48.77 ,121.92 ,741.9 ,博克图
50639,48.00 ,122.73 ,307.9 ,扎兰屯
50645,48.47 ,124.48 ,193.4 ,莫力达瓦旗
50646,48.48 ,124.85 ,203.9 ,讷河
50647,48.12 ,123.48 ,219.5 ,阿荣旗
50655,48.50 ,126.18 ,273.2 ,德都
50656,48.28 ,126.52 ,272.0 ,北安
50658,48.05 ,125.88 ,236.3 ,克山
50659,48.03 ,126.25 ,294.7 ,克东
50673,48.88 ,130.40 ,91.5 ,嘉荫
50674,48.57 ,129.43 ,404.9 ,乌伊岭
50727,47.17 ,119.95 ,1027.8 ,阿儿山
50739,47.33 ,123.18 ,190.5 ,龙江
50741,47.93 ,123.50 ,186.6 ,甘南
50742,47.80 ,124.48 ,164.7 ,富裕
50745,47.38 ,123.92 ,147.3 ,齐齐哈尔
50749,47.18 ,124.83 ,154.6 ,林甸
50750,47.90 ,125.30 ,220.1 ,依安
50755,47.60 ,126.10 ,232.4 ,拜泉
50756,47.43 ,126.97 ,240.4 ,海伦
50758,47.17 ,125.90 ,249.9 ,明水
50767,47.23 ,127.10 ,204.0 ,绥棱
50772,48.12 ,129.25 ,299.1 ,五营
50774,47.73 ,128.92 ,245.8 ,伊春
50775,47.37 ,130.33 ,230.7 ,鹤岗
50776,47.57 ,130.83 ,84.8 ,萝北
50778,47.65 ,132.50 ,54.9 ,同江
50779,48.37 ,134.28 ,65.5 ,扶远
50787,47.28 ,131.85 ,63.0 ,绥滨
50788,47.23 ,131.98 ,65.0 ,富锦
50832,46.72 ,122.08 ,334.2 ,胡尔勒
50833,46.72 ,122.90 ,188.6 ,扎赉特旗
50834,46.60 ,121.22 ,501.0 ,索轮
50838,46.08 ,122.05 ,276.0 ,乌兰浩特
50842,46.87 ,124.43 ,151.0 ,杜尔伯特
50844,46.40 ,123.42 ,151.2 ,泰来
50851,46.68 ,126.10 ,206.3 ,青冈
50852,46.87 ,126.48 ,170.1 ,望奎
50853,46.62 ,126.97 ,180.4 ,绥化
50854,46.38 ,125.32 ,150.1 ,安达
50858,46.07 ,125.97 ,148.0 ,肇东
50859,46.25 ,126.27 ,163.9 ,兰西
50861,46.88 ,127.48 ,185.8 ,庆安
50862,46.98 ,128.02 ,213.4 ,铁力
50867,46.08 ,127.35 ,134.8 ,巴彦
50871,46.73 ,129.88 ,95.9 ,汤原
50873,46.82 ,130.28 ,82.2 ,佳木斯
50877,46.30 ,129.58 ,101.1 ,依兰
50878,47.02 ,130.72 ,79.3 ,桦川
50879,46.20 ,130.52 ,183.0 ,桦南
50880,46.72 ,131.13 ,106.0 ,集贤
50884,46.63 ,131.15 ,176.0 ,双鸭山
50888,46.32 ,132.18 ,83.5 ,宝清
50892,46.80 ,134.00 ,55.7 ,饶河
50913,45.72 ,118.80 ,867.3 ,乌拉盖
50915,45.52 ,116.97 ,840.0 ,东乌珠穆沁旗
50928,45.07 ,120.33 ,629.1 ,巴雅尔吐胡硕
50934,45.40 ,121.55 ,306.0 ,突泉
50936,45.63 ,122.83 ,156.3 ,白城
50937,45.05 ,121.47 ,250.6 ,科尔沁右翼中旗
50939,45.33 ,122.82 ,151.7 ,洮南
50940,45.85 ,123.17 ,142.3 ,镇赉
50945,45.50 ,124.27 ,138.5 ,大安
50946,45.18 ,124.83 ,139.9 ,扶余
50948,45.00 ,124.02 ,148.0 ,乾安
50949,45.12 ,124.83 ,137.8 ,前郭尔罗斯
50950,45.70 ,125.25 ,149.7 ,肇州
50953,45.75 ,126.77 ,143.0 ,哈尔滨
50954,45.50 ,125.08 ,128.5 ,肇源
50955,45.38 ,126.30 ,167.3 ,双城
50956,46.00 ,126.60 ,124.6 ,呼兰
50958,45.52 ,126.97 ,175.3 ,阿城
50960,45.78 ,127.45 ,192.5 ,宾县
50962,45.95 ,128.03 ,113.6 ,木兰
50963,45.97 ,128.73 ,110.0 ,通河
50964,45.83 ,128.80 ,120.0 ,方正
50965,45.45 ,128.30 ,157.0 ,延寿
50968,45.22 ,127.97 ,191.0 ,尚志
50973,45.75 ,130.58 ,220.5 ,勃利
50978,45.28 ,130.95 ,238.1 ,鸡西
50979,45.27 ,130.23 ,274.2 ,林口
50983,45.77 ,132.97 ,103.5 ,虎林
50985,45.55 ,131.87 ,151.4 ,密山
50987,45.25 ,131.13 ,177.7 ,鸡东
51053,48.05 ,86.40 ,534.0 ,哈巴河
51057,48.13 ,85.60 ,449.7 ,一八五团
51058,47.10 ,86.62 ,1226.2 ,黑山头
51059,47.43 ,85.87 ,983.9 ,吉木乃
51060,47.70 ,86.87 ,475.5 ,布尔津
51068,47.12 ,87.47 ,502.0 ,福海
51076,47.73 ,88.08 ,736.9 ,阿勒泰
51087,46.98 ,89.52 ,826.6 ,富蕴
51133,46.73 ,83.00 ,536.6 ,塔城
51137,46.20 ,82.93 ,716.2 ,裕民
51145,46.55 ,83.65 ,523.3 ,额敏
51156,46.78 ,85.72 ,1294.2 ,和布克赛尔
51186,46.67 ,90.38 ,1220.0 ,青河
51232,45.18 ,82.58 ,286.4 ,阿拉山口
51238,44.90 ,82.07 ,532.9 ,博乐
51241,45.93 ,83.60 ,1077.7 ,托里
51243,46.28 ,84.85 ,445.6 ,克拉玛依
51288,45.37 ,90.53 ,1654.7 ,北塔山
51328,44.20 ,80.42 ,774.0 ,霍尔果斯
51329,44.05 ,80.85 ,641.0 ,霍城
51330,44.97 ,81.02 ,1353.9 ,温泉
51334,44.62 ,82.90 ,321.2 ,精河
51346,44.43 ,84.67 ,478.3 ,乌苏
51352,44.85 ,85.25 ,337.8 ,炮台
51353,45.02 ,86.10 ,347.2 ,莫索湾
51356,44.32 ,86.05 ,443.7 ,石河子
51357,44.33 ,85.62 ,523.2 ,沙湾
51358,44.28 ,85.82 ,469.0 ,乌兰乌苏
51359,44.32 ,86.20 ,472.2 ,玛纳斯
51365,44.20 ,87.53 ,441.0 ,蔡家湖
51367,44.13 ,86.82 ,523.5 ,呼图壁
51368,44.02 ,87.43 ,579.3 ,昌吉
51369,44.97 ,87.65 ,601.2 ,米泉
51377,44.17 ,87.92 ,567.9 ,阜康
51378,44.02 ,89.17 ,735.4 ,吉木萨尔
51379,44.02 ,89.57 ,794.2 ,奇台
51430,43.85 ,81.15 ,601.0 ,察布查尔
51431,43.95 ,81.33 ,664.3 ,伊宁
51433,43.80 ,82.57 ,1106.1 ,尼勒克
51434,43.97 ,81.53 ,771.0 ,伊宁县
51435,43.47 ,82.23 ,775.6 ,巩留
51436,43.45 ,83.30 ,929.1 ,新源
51437,43.15 ,81.13 ,1854.6 ,昭苏
51438,43.18 ,81.77 ,1210.9 ,特克斯
51463,43.78 ,87.62 ,918.7 ,乌鲁木齐
51465,43.57 ,87.10 ,2161.0 ,小渠子
51467,42.73 ,86.30 ,1738.3 ,巴仑台
51468,43.10 ,86.83 ,3543.8 ,天山大西沟
51469,43.28 ,87.12 ,2355.6 ,乌鲁木齐牧试站
51470,43.88 ,88.12 ,1935.2 ,天池
51477,43.35 ,88.32 ,1104.2 ,达板城
51482,43.83 ,90.28 ,1271.0 ,木垒
51495,43.48 ,91.63 ,874.4 ,七角井
51526,42.23 ,88.22 ,924.0 ,库米什
51542,43.03 ,84.15 ,2458.9 ,巴音布鲁克
51559,42.32 ,86.40 ,1102.0 ,和静
51567,42.08 ,86.57 ,1057.2 ,焉耆
51568,42.25 ,86.80 ,1086.5 ,和硕
51571,42.80 ,88.63 ,2.2 ,托克逊
51572,42.83 ,89.25 ,-47.4 ,吐鲁番东坎
51573,42.93 ,89.20 ,37.2 ,吐鲁番
51581,42.85 ,90.23 ,399.1 ,鄯善
51627,41.22 ,79.23 ,1396.7 ,乌什
51628,41.17 ,80.23 ,1105.3 ,阿克苏
51629,41.27 ,80.23 ,1133.0 ,温宿
51633,41.78 ,81.90 ,1230.0 ,拜城
51636,41.53 ,82.62 ,1014.5 ,新和
51639,41.23 ,82.78 ,981.3 ,沙雅
51642,41.78 ,84.25 ,977.6 ,轮台
51644,41.72 ,83.07 ,1082.9 ,库车
51655,41.35 ,86.27 ,886.1 ,尉犁
51656,41.75 ,86.13 ,932.7 ,库尔勒
51701,40.52 ,75.40 ,3507.2 ,吐尔尕特
51704,39.72 ,76.17 ,1299.3 ,阿图什
51705,39.72 ,75.25 ,2177.5 ,乌恰
51707,39.50 ,76.73 ,1213.1 ,伽师
51708,39.15 ,75.95 ,1324.9 ,阿克陶
51709,39.47 ,75.98 ,1290.7 ,喀什
51711,40.93 ,78.45 ,1986.0 ,阿合奇
51716,39.80 ,78.57 ,1117.4 ,巴楚
51717,39.25 ,76.78 ,1206.7 ,岳普湖
51720,40.50 ,79.05 ,1162.5 ,柯坪
51722,40.65 ,80.40 ,1045.8 ,阿瓦提
51730,40.50 ,81.05 ,1013.0 ,阿拉尔
51765,40.63 ,87.70 ,847.1 ,铁干里克
51777,39.03 ,88.17 ,889.3 ,若羌
51802,38.93 ,76.17 ,1298.5 ,英吉沙
51804,37.78 ,75.23 ,3093.7 ,塔什库尔干
51810,38.92 ,77.63 ,1179.4 ,麦盖提
51811,38.43 ,77.27 ,1232.0 ,莎车
51814,37.92 ,77.40 ,1360.0 ,叶城
51815,38.18 ,77.27 ,1275.0 ,泽普
51818,37.62 ,78.28 ,1376.3 ,皮山
51826,37.02 ,80.80 ,1337.0 ,策勒
51827,37.28 ,79.72 ,1327.2 ,墨玉
51828,37.13 ,79.93 ,1374.7 ,和田
51829,37.08 ,80.17 ,1348.8 ,洛浦
51839,37.07 ,82.72 ,1409.7 ,民丰
51848,37.93 ,83.65 ,1264.2 ,安德河
51855,38.15 ,85.55 ,1248.4 ,且末
51886,38.25 ,90.85 ,2944.8 ,茫崖
51931,36.85 ,81.65 ,1423.3 ,于田
52101,43.60 ,93.00 ,1650.9 ,巴里坤
52112,43.77 ,95.13 ,469.8 ,淖毛湖
52118,43.27 ,94.70 ,1729.5 ,伊吾
52203,42.82 ,93.52 ,737.9 ,哈密
52211,42.77 ,94.53 ,1664.0 ,沁城
52267,41.95 ,101.07 ,941.3 ,额济纳旗
52313,41.53 ,94.67 ,1701.0 ,红柳河
52323,41.80 ,97.03 ,1770.1 ,马鬃山
52378,41.37 ,102.37 ,960.0 ,拐子湖
52418,40.15 ,94.68 ,1139.6 ,敦煌
52424,40.53 ,95.77 ,1171.8 ,安西
52436,40.27 ,97.03 ,1527.0 ,玉门镇
52446,40.30 ,99.52 ,1178.6 ,鼎新
52447,40.00 ,98.90 ,1271.2 ,金塔
52495,40.17 ,104.80 ,1325.9 ,巴音毛道
52515,39.52 ,94.88 ,2159.1 ,肃北
52533,39.77 ,98.48 ,1478.2 ,酒泉
52546,39.37 ,99.83 ,1332.9 ,高台
52557,39.15 ,100.17 ,1454.6 ,临泽
52575,39.30 ,102.70 ,1240.8 ,中泉子
52576,39.22 ,101.68 ,1511.5 ,阿拉善右旗
52602,38.75 ,93.33 ,2770.1 ,冷湖
52607,38.05 ,105.13 ,1342.9 ,头道湖
52633,38.80 ,98.42 ,3368.3 ,托勒
52643,38.83 ,99.62 ,2311.3 ,肃南
52645,38.42 ,99.58 ,3320.0 ,野牛沟
52652,38.93 ,100.43 ,1483.7 ,张掖
52656,38.45 ,100.82 ,2271.5 ,民乐
52657,38.18 ,100.25 ,2788.5 ,祁连
52661,38.80 ,101.08 ,1765.9 ,山丹
52674,38.23 ,101.97 ,1976.5 ,永昌
52675,38.53 ,102.20 ,1510.0 ,金昌
52679,37.92 ,102.67 ,1531.9 ,武威
52681,38.63 ,103.08 ,1368.5 ,民勤
52707,36.67 ,93.52 ,2771.5 ,小灶火
52717,37.85 ,95.37 ,3174.2 ,大柴旦
52737,37.37 ,97.37 ,2982.4 ,德令哈
52740,37.08 ,99.58 ,100.0 ,铁卜加
52745,37.30 ,99.03 ,3417.8 ,天峻
52749,37.08 ,99.58 ,3270.0 ,铁卜加
52754,37.33 ,100.13 ,3302.4 ,刚察
52765,37.38 ,101.62 ,2851.0 ,门源
52784,37.48 ,102.90 ,2073.2 ,古浪
52787,37.20 ,102.87 ,3043.9 ,乌鞘岭
52797,37.18 ,104.05 ,1631.4 ,景泰
52815,36.80 ,95.30 ,2679.9 ,察尔汉
52818,36.42 ,94.90 ,2809.2 ,格尔木
52825,36.43 ,96.42 ,2791.4 ,诺木洪
52833,36.92 ,98.48 ,2951.0 ,乌兰
52835,36.07 ,97.80 ,2906.6 ,香日德
52836,36.30 ,98.10 ,3192.1 ,都兰
52842,36.78 ,99.08 ,3088.7 ,茶卡
52853,36.92 ,100.98 ,3081.0 ,海晏
52854,36.62 ,100.27 ,3240.4 ,江西沟
52855,36.68 ,101.23 ,2635.3 ,湟源
52856,36.27 ,100.62 ,2836.0 ,恰卜恰
52862,36.95 ,101.68 ,2450.0 ,大通
52863,36.82 ,101.95 ,2480.8 ,互助
52866,36.72 ,101.75 ,2295.2 ,西宁
52868,36.03 ,101.43 ,2238.1 ,贵德
52869,36.52 ,101.57 ,2665.1 ,湟中
52874,36.48 ,102.38 ,1981.9 ,乐都
52875,36.50 ,102.10 ,2125.0 ,海东
52876,36.32 ,102.85 ,1814.8 ,民和
52877,36.10 ,102.27 ,2835.7 ,化隆
52885,36.75 ,103.25 ,2118.8 ,永登
52887,36.35 ,103.93 ,1669.7 ,皋兰
52889,36.05 ,103.88 ,1518.3 ,兰州
52895,36.57 ,104.68 ,1399.3 ,靖远
52896,36.55 ,104.18 ,1709.2 ,白银
52908,35.22 ,93.08 ,4614.2 ,伍道梁
52941,35.88 ,99.98 ,3246.6 ,河卡
52943,35.58 ,99.98 ,3324.3 ,兴海
52955,35.58 ,100.75 ,3201.6 ,贵南
52957,35.27 ,100.65 ,3290.4 ,同德
52963,35.95 ,102.03 ,2085.6 ,尖扎
52968,35.03 ,101.47 ,3663.8 ,泽库
52972,35.83 ,102.55 ,2492.3 ,循化
52978,35.20 ,102.52 ,2931.1 ,夏河
52980,35.97 ,103.30 ,1647.8 ,永靖
52981,35.67 ,103.40 ,2430.0 ,东乡
52982,35.48 ,103.57 ,1953.6 ,广河
52983,35.87 ,104.15 ,1875.4 ,榆中
52984,35.58 ,103.18 ,1918.5 ,临夏
52985,35.43 ,103.35 ,2137.6 ,和政
52986,35.37 ,103.87 ,1887.8 ,临洮
52988,35.37 ,103.72 ,2000.5 ,康乐
52993,35.68 ,105.08 ,2013.2 ,会宁
52995,35.58 ,104.62 ,1897.5 ,定西
52996,35.38 ,105.00 ,2450.4 ,华家岭
52998,35.13 ,104.20 ,2111.6 ,渭源
53068,43.65 ,111.97 ,965.9 ,二连浩特
53083,44.62 ,114.15 ,1182.9 ,那仁宝力格
53135,43.75 ,122.27 ,180.1 ,通辽
53149,42.53 ,110.13 ,1226.1 ,满都拉
53192,44.02 ,114.95 ,1127.9 ,阿巴嘎旗
53194,43.37 ,114.40 ,1068.4 ,白日乌拉
53195,43.87 ,113.63 ,1036.7 ,苏尼特左旗
53201,42.87 ,115.80 ,1293.5 ,那日图
53231,41.40 ,106.40 ,1510.2 ,海力素
53272,42.75 ,112.65 ,1103.0 ,苏尼特右旗
53276,42.40 ,112.90 ,1151.9 ,朱日和
53289,42.23 ,113.83 ,1322.8 ,镶黄旗
53324,41.45 ,106.98 ,1650.6 ,乌拉特后旗
53336,41.57 ,108.52 ,1289.8 ,乌拉特中旗
53337,41.10 ,108.27 ,1024.0 ,五原
53343,41.77 ,109.97 ,1613.0 ,白云鄂博
53348,41.02 ,109.13 ,1080.3 ,大佘太
53352,41.70 ,110.43 ,1377.1 ,达尔罕茂明安联合旗
53357,41.03 ,110.05 ,1361.4 ,固阳
53362,41.53 ,111.68 ,1490.4 ,四子王旗
53367,41.32 ,111.23 ,1603.2 ,希拉穆仁
53368,41.10 ,111.45 ,1597.5 ,武川
53378,41.27 ,112.62 ,1748.7 ,察哈尔右翼中旗
53384,41.45 ,113.18 ,1424.5 ,察哈尔右翼后旗
53385,41.57 ,113.55 ,1386.9 ,商都
53391,41.90 ,114.00 ,1484.6 ,化德
53392,41.85 ,114.60 ,1423.9 ,康保
53397,41.07 ,113.95 ,1358.5 ,尚义
53399,41.15 ,114.70 ,1394.2 ,张北
53419,40.33 ,107.00 ,1055.7 ,磴口
53420,40.90 ,107.13 ,1057.9 ,杭锦后旗
53424,40.77 ,107.23 ,1039.8 ,巴盟农试站
53433,40.73 ,108.65 ,1022.0 ,乌拉特前旗
53446,40.73 ,109.85 ,1069.1 ,包头
53451,40.67 ,110.27 ,1240.7 ,石拐
53455,40.55 ,110.53 ,999.7 ,土默特右旗
53457,40.40 ,110.03 ,1012.2 ,达拉特旗
53463,40.82 ,111.68 ,1065.0 ,呼和浩特
53464,40.68 ,111.15 ,1022.0 ,土默特左旗
53466,40.80 ,111.70 ,1052.4 ,呼和浩特市郊区
53467,40.27 ,111.18 ,1017.5 ,托克托
53469,40.38 ,111.80 ,1153.9 ,和林格尔
53472,40.87 ,112.57 ,1453.2 ,桌资
53475,40.52 ,112.52 ,1258.8 ,凉城
53478,40.00 ,112.45 ,1347.2 ,右玉
53480,41.03 ,113.07 ,1421.5 ,集宁
53481,40.80 ,113.22 ,1317.7 ,察哈尔右翼前旗
53483,40.88 ,113.87 ,1253.1 ,兴和
53484,40.45 ,113.07 ,1229.8 ,丰镇
53486,40.37 ,113.77 ,1050.8 ,阳高
53487,40.10 ,113.33 ,1069.0 ,大同
53488,40.03 ,113.58 ,1035.4 ,大同县
53490,40.43 ,114.05 ,1015.6 ,天镇
53491,40.68 ,114.40 ,802.0 ,怀安
53492,40.12 ,114.17 ,947.4 ,阳原
53498,40.57 ,115.03 ,630.3 ,宣化
53499,40.77 ,114.73 ,755.5 ,万全
53502,39.78 ,105.75 ,1033.0 ,吉兰太
53505,39.08 ,105.38 ,1235.0 ,锡林高勒
53512,39.68 ,106.80 ,1092.5 ,乌海
53513,40.75 ,107.42 ,1040.8 ,临河
53517,39.27 ,106.33 ,1466.4 ,石炭井
53518,39.00 ,106.37 ,1102.0 ,石咀山
53519,39.22 ,106.77 ,1092.2 ,惠农
53522,40.05 ,107.85 ,1184.6 ,伊克乌素
53529,39.10 ,107.98 ,1381.3 ,鄂托克旗
53533,39.85 ,108.73 ,1390.1 ,杭锦旗
53543,39.83 ,109.98 ,1459.0 ,东胜
53545,39.57 ,109.73 ,1330.5 ,伊金霍洛旗
53547,39.10 ,109.03 ,1312.9 ,乌审召
53553,39.67 ,110.87 ,1039.6 ,准格尔旗
53562,39.92 ,111.67 ,1190.8 ,清水河
53564,39.38 ,111.15 ,861.5 ,河曲
53565,39.43 ,111.50 ,1050.3 ,偏关
53567,37.03 ,111.08 ,980.7 ,府谷
53573,40.00 ,112.70 ,1337.1 ,左云
53574,39.52 ,112.27 ,1407.8 ,平鲁
53575,39.08 ,112.18 ,1531.7 ,神池
53576,39.50 ,112.82 ,1046.1 ,山阴
53577,39.00 ,112.30 ,1436.8 ,宁武
53578,39.30 ,112.43 ,1092.4 ,朔州
53579,39.02 ,112.90 ,861.3 ,代县
53580,39.82 ,113.10 ,1045.7 ,怀仁
53582,39.72 ,113.68 ,1093.1 ,浑源
53584,39.57 ,113.17 ,1001.9 ,应县
53585,39.17 ,113.27 ,934.2 ,繁峙
53588,39.03 ,113.53 ,2897.7 ,五台山
53590,39.75 ,114.27 ,979.2 ,广灵
53593,39.83 ,114.57 ,910.3 ,蔚县
53594,39.45 ,114.18 ,940.4 ,灵邱
53596,38.83 ,115.15 ,52.9 ,完县
53599,39.35 ,114.67 ,845.9 ,涞源
53602,38.83 ,105.67 ,1562.8 ,阿拉善左旗
53610,38.12 ,106.30 ,1117.3 ,灵武
53610,38.55 ,106.35 ,1108.0 ,贺兰
53611,38.90 ,106.55 ,1099.9 ,平罗
53612,37.98 ,106.18 ,1129.0 ,吴忠
53614,38.48 ,106.22 ,1112.7 ,银川
53615,38.80 ,106.70 ,1102.9 ,陶乐
53617,38.02 ,106.07 ,1132.2 ,青铜峡
53618,38.25 ,106.25 ,1117.9 ,永宁
53644,38.60 ,108.83 ,1369.3 ,乌审旗
53646,38.23 ,109.70 ,1058.5 ,榆林
53651,38.82 ,110.43 ,941.1 ,神木
53658,38.03 ,110.48 ,895.4 ,佳县
53659,37.97 ,111.00 ,1164.1 ,临县
53660,39.02 ,111.08 ,893.5 ,保德
53662,38.72 ,111.58 ,1393.7 ,岢岚
53663,38.92 ,111.82 ,1402.0 ,五寨
53664,38.47 ,111.13 ,1013.6 ,兴县
53665,38.28 ,111.65 ,1183.7 ,岚县
53666,38.35 ,111.93 ,1213.4 ,静乐
53669,38.07 ,111.78 ,1171.4 ,娄烦
53673,38.73 ,112.72 ,828.3 ,原平
53674,38.42 ,112.70 ,799.0 ,忻州
53676,38.50 ,112.98 ,760.4 ,定囊
53677,37.93 ,112.48 ,807.7 ,太原北郊
53678,38.07 ,112.67 ,898.2 ,阳县
53679,37.73 ,112.55 ,776.6 ,太原南郊
53680,38.30 ,114.38 ,109.6 ,灵寿
53681,38.83 ,113.37 ,1097.1 ,五台县豆村
53682,38.63 ,114.68 ,105.3 ,曲阳
53685,38.07 ,113.42 ,953.8 ,孟县
53687,37.78 ,113.63 ,752.1 ,平定
53688,38.45 ,114.55 ,97.5 ,行唐
53689,38.02 ,115.07 ,43.3 ,晋县
53690,38.85 ,114.18 ,283.2 ,阜平
53691,38.15 ,114.57 ,71.5 ,正定
53692,38.73 ,114.98 ,66.5 ,唐县
53693,38.03 ,114.13 ,256.0 ,井陉
53694,38.25 ,114.20 ,136.9 ,平山
53695,38.35 ,114.68 ,75.2 ,新乐
53696,38.52 ,115.00 ,55.0 ,定州
53697,38.02 ,114.83 ,52.9 ,藁城
53698,38.03 ,114.42 ,81.2 ,石家庄
53699,38.20 ,114.97 ,46.2 ,无极
53704,37.53 ,105.18 ,1226.8 ,中卫
53705,37.48 ,105.67 ,1184.9 ,中宁
53707,36.93 ,105.25 ,1698.8 ,兴仁堡
53723,37.78 ,107.40 ,1348.9 ,盐池
53725,37.58 ,107.58 ,1361.3 ,定边
53727,37.17 ,107.12 ,1713.0 ,麻黄山
53730,38.18 ,107.48 ,1335.0 ,鄂托克前旗
53732,37.85 ,108.72 ,1210.8 ,河南
53735,37.62 ,108.80 ,1336.9 ,靖边
53738,36.92 ,108.17 ,1331.1 ,吴旗
53740,37.93 ,109.23 ,1107.5 ,横山
53748,37.18 ,109.70 ,1065.9 ,子长
53750,37.77 ,110.17 ,872.9 ,米脂
53751,37.60 ,110.05 ,896.0 ,子洲
53753,37.43 ,110.88 ,815.5 ,柳林
53754,37.50 ,110.22 ,928.5 ,绥德
53756,37.52 ,110.72 ,746.4 ,吴堡
53757,37.12 ,110.12 ,938.8 ,清涧
53759,36.98 ,110.83 ,110.5 ,石楼
53760,37.88 ,111.23 ,1212.0 ,方山
53763,37.92 ,112.17 ,1004.8 ,太原古交区
53764,37.50 ,111.10 ,951.2 ,离石
53767,37.33 ,111.17 ,1212.2 ,中阳
53768,37.15 ,111.75 ,770.7 ,孝义
53769,37.25 ,111.78 ,748.9 ,汾阳
53770,37.35 ,112.35 ,769.4 ,祁县
53771,37.45 ,112.05 ,761.6 ,文水
53772,37.78 ,112.55 ,779.5 ,太原
53773,36.33 ,114.62 ,66.0 ,临漳
53774,37.62 ,112.33 ,774.6 ,清徐
53775,37.43 ,112.53 ,782.6 ,太谷
53776,37.68 ,112.77 ,831.4 ,榆次
53777,37.53 ,112.15 ,760.2 ,交城
53778,37.18 ,112.22 ,768.0 ,平遥
53780,37.90 ,113.17 ,1061.6 ,寿阳
53781,36.87 ,114.47 ,69.0 ,沙河
53782,37.85 ,113.55 ,742.6 ,阳泉
53783,37.60 ,113.70 ,876.5 ,昔阳
53784,37.77 ,114.73 ,43.0 ,赵县
53785,37.50 ,114.68 ,36.2 ,柏乡
53786,37.08 ,113.37 ,1132.5 ,左权
53787,37.07 ,112.98 ,1041.8 ,榆社
53788,37.33 ,113.57 ,1267.0 ,和顺
53789,37.88 ,114.63 ,53.2 ,栾城
53790,37.60 ,114.62 ,49.5 ,高邑
53791,37.75 ,114.53 ,63.7 ,元氏
